accession	type	gene	product	parts
NC_062014.1	CDS	ND6	NADH dehydrogenase subunit 6	14686-15253:1
NC_062014.1	CDS	ND3	NADH dehydrogenase subunit 3	15296-15650:1
NC_062014.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15670-15964:1
NC_062014.1	CDS	mutS	MutS-like protein	15977-19004:1
NC_062013.1	rRNA	rnl	large subunit ribosomal RNA	1032-2269:1
NC_062013.1	CDS	ND2	NADH dehydrogenase subunit 2	2063-3449:1
NC_062013.1	CDS	ND5	NADH dehydrogenase subunit 5	3436-5254:1
NC_062013.1	CDS	ND4	NADH dehydrogenase subunit 4	5310-6759:1
NC_062013.1	tRNA	trnM(cau)	tRNA-Met	6849-6920:-1
NC_062013.1	CDS	COX3	cytochrome c oxidase subunit III	6959-7745:-1
NC_062013.1	CDS	ATP6	ATP synthase F0 subunit 6	7804-8512:-1
NC_062013.1	CDS	ATP8	ATP synthase F0 subunit 8	8545-8761:-1
NC_062013.1	CDS	COX2	cytochrome c oxidase subunit II	8815-9577:-1
NC_062013.1	CDS	COX1	cytochrome c oxidase subunit I	9747-11451:1
NC_062013.1	rRNA	rns	small subunit ribosomal RNA	11814-12425:1
NC_062013.1	CDS	ND1	NADH dehydrogenase subunit 1	12532-13504:1
NC_062013.1	CDS	CYTB	cytochrome b	13636-14779:1
NC_062013.1	CDS	ND6	NADH dehydrogenase subunit 6	14845-15412:1
NC_062013.1	CDS	ND3	NADH dehydrogenase subunit 3	15455-15809:1
NC_062013.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15847-16141:1
NC_062013.1	CDS	mutS	MutS-like protein	16155-19263:1
NC_062009.1	rRNA	rnl	large subunit ribosomal RNA	18-1946:1
NC_062009.1	CDS	ND2	NADH dehydrogenase subunit 2	1975-3331:1
NC_062009.1	CDS	ND5	NADH dehydrogenase subunit 5	3318-5136:1
NC_062009.1	CDS	ND4	NADH dehydrogenase subunit 4	5166-6615:1
NC_062009.1	tRNA	trnM(cau)	tRNA-Met	6730-6801:-1
NC_062009.1	CDS	COX3	cytochrome c oxidase subunit III	6865-7651:-1
NC_062009.1	CDS	ATP6	ATP synthase F0 subunit 6	7707-8415:-1
NC_062009.1	CDS	ATP8	ATP synthase F0 subunit 8	8451-8667:-1
NC_062009.1	CDS	COX2	cytochrome c oxidase subunit II	8708-9470:-1
NC_062009.1	CDS	COX1	cytochrome c oxidase subunit I	9614-11183:1
NC_062009.1	rRNA	rns	small subunit ribosomal RNA	11222-12272:1
NC_062009.1	CDS	ND1	NADH dehydrogenase subunit 1	12339-13320:1
NC_062009.1	CDS	CYTB	cytochrome b	13351-14494:1
NC_062009.1	CDS	ND6	NADH dehydrogenase subunit 6	14512-15067:1
NC_062009.1	CDS	ND3	NADH dehydrogenase subunit 3	15129-15483:1
NC_062009.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15486-15780:1
NC_062009.1	CDS	mutS	MutS-like protein	15793-18769:1
NC_062008.1	rRNA	rnl	large subunit ribosomal RNA	9-2192:1
NC_062008.1	CDS	ND2	NADH dehydrogenase subunit 2	1990-3328:1
NC_062008.1	CDS	ND5	NADH dehydrogenase subunit 5	3315-5133:1
NC_062008.1	CDS	ND4	NADH dehydrogenase subunit 4	5647-7096:1
NC_062008.1	tRNA	trnM(cau)	tRNA-Met	7171-7242:-1
NC_062008.1	CDS	COX3	cytochrome c oxidase subunit III	7281-8067:-1
NC_062008.1	CDS	ATP6	ATP synthase F0 subunit 6	8131-8839:-1
NC_062008.1	CDS	ATP8	ATP synthase F0 subunit 8	8863-9115:-1
NC_062008.1	CDS	COX2	cytochrome c oxidase subunit II	9101-9863:-1
NC_062008.1	CDS	COX1	cytochrome c oxidase subunit I	9975-11685:1
NC_062008.1	rRNA	rns	small subunit ribosomal RNA	11565-12600:1
NC_062008.1	CDS	ND1	NADH dehydrogenase subunit 1	12650-13622:1
NC_062008.1	CDS	CYTB	cytochrome b	13703-14855:1
NC_062008.1	CDS	ND6	NADH dehydrogenase subunit 6	15837-16395:1
NC_062008.1	CDS	ND3	NADH dehydrogenase subunit 3	16438-16792:1
NC_062008.1	CDS	ND4L	NADH dehydrogenase subunit 4L	16811-17105:1
NC_062008.1	CDS	mutS	MutS-like protein	17118-20076:1
NC_062005.1	rRNA	rnl	large subunit ribosomal RNA	9-2208:1
NC_062005.1	CDS	ND2	NADH dehydrogenase subunit 2	1997-3329:1
NC_062005.1	CDS	ND5	NADH dehydrogenase subunit 5	3316-5128:1
NC_062005.1	CDS	ND4	NADH dehydrogenase subunit 4	5693-7142:1
NC_062005.1	tRNA	trnM(cau)	tRNA-Met	7206-7277:-1
NC_062005.1	CDS	COX3	cytochrome c oxidase subunit III	7321-8107:-1
NC_062005.1	CDS	ATP6	ATP synthase F0 subunit 6	8165-8873:-1
NC_062005.1	CDS	ATP8	ATP synthase F0 subunit 8	8897-9113:-1
NC_062005.1	CDS	COX2	cytochrome c oxidase subunit II	9135-9897:-1
NC_062005.1	CDS	COX1	cytochrome c oxidase subunit I	10008-11718:1
NC_062005.1	rRNA	rns	small subunit ribosomal RNA	11598-12634:1
NC_062005.1	CDS	ND1	NADH dehydrogenase subunit 1	12684-13656:1
NC_062005.1	CDS	CYTB	cytochrome b	13697-14837:1
NC_062005.1	CDS	ND6	NADH dehydrogenase subunit 6	14866-15424:1
NC_062005.1	CDS	ND3	NADH dehydrogenase subunit 3	15459-15813:1
NC_062005.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15832-16126:1
NC_062005.1	CDS	mutS	MutS-like protein	16138-19066:1
NC_062003.1	rRNA	rnl	large subunit ribosomal RNA	9-2216:1
NC_062003.1	CDS	ND2	NADH dehydrogenase subunit 2	2005-3352:1
NC_062003.1	CDS	ND5	NADH dehydrogenase subunit 5	3339-5157:1
NC_062003.1	CDS	ND4	NADH dehydrogenase subunit 4	5254-6703:1
NC_062003.1	tRNA	trnM(cau)	tRNA-Met	6761-6832:-1
NC_062003.1	CDS	COX3	cytochrome c oxidase subunit III	6871-7657:-1
NC_062003.1	CDS	ATP6	ATP synthase F0 subunit 6	7721-8429:-1
NC_062003.1	CDS	ATP8	ATP synthase F0 subunit 8	8475-8691:-1
NC_062003.1	CDS	COX2	cytochrome c oxidase subunit II	8713-9475:-1
NC_062003.1	CDS	COX1	cytochrome c oxidase subunit I	9585-11295:1
NC_062003.1	rRNA	rns	small subunit ribosomal RNA	11175-12213:1
NC_062003.1	CDS	ND1	NADH dehydrogenase subunit 1	12263-13235:1
NC_062003.1	CDS	CYTB	cytochrome b	13317-14454:1
NC_062003.1	CDS	ND6	NADH dehydrogenase subunit 6	14740-15298:1
NC_062003.1	CDS	ND3	NADH dehydrogenase subunit 3	15341-15695:1
NC_062003.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15714-16008:1
NC_062003.1	CDS	mutS	MutS-like protein	16021-18973:1
NC_062000.1	rRNA	rnl	large subunit ribosomal RNA	18-2234:1
NC_062000.1	CDS	ND2	NADH dehydrogenase subunit 2	2040-3402:1
NC_062000.1	CDS	ND5	NADH dehydrogenase subunit 5	3389-5207:1
NC_062000.1	CDS	ND4	NADH dehydrogenase subunit 4	5256-6705:1
NC_062000.1	tRNA	trnM(cau)	tRNA-Met	6817-6888:-1
NC_062000.1	CDS	COX3	cytochrome c oxidase subunit III	6920-7706:-1
NC_062000.1	CDS	ATP6	ATP synthase F0 subunit 6	7732-8440:-1
NC_062000.1	CDS	ATP8	ATP synthase F0 subunit 8	8466-8724:-1
NC_062000.1	CDS	COX2	cytochrome c oxidase subunit II	8708-9470:-1
NC_062000.1	CDS	COX1	cytochrome c oxidase subunit I	9623-11294:1
NC_062000.1	rRNA	rns	small subunit ribosomal RNA	11358-12301:1
NC_062000.1	CDS	ND1	NADH dehydrogenase subunit 1	12366-13338:1
NC_062000.1	CDS	CYTB	cytochrome b	13421-14564:1
NC_062000.1	CDS	ND6	NADH dehydrogenase subunit 6	14618-15176:1
NC_062000.1	CDS	ND3	NADH dehydrogenase subunit 3	15230-15584:1
NC_062000.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15614-15908:1
NC_062000.1	CDS	mutS	MutS-like protein	15921-18993:1
NC_061996.1	rRNA	rnl	large subunit ribosomal RNA	0-2214:1
NC_061996.1	CDS	ND2	NADH dehydrogenase subunit 2	2003-3350:1
NC_061996.1	CDS	ND5	NADH dehydrogenase subunit 5	3337-5155:1
NC_061996.1	CDS	ND4	NADH dehydrogenase subunit 4	5245-6694:1
NC_061996.1	tRNA	trnM(cau)	tRNA-Met	6762-6833:-1
NC_061996.1	CDS	COX3	cytochrome c oxidase subunit III	6856-7642:-1
NC_061996.1	CDS	CYTB	cytochrome b	7708-8866:-1
NC_061996.1	CDS	ND1	NADH dehydrogenase subunit 1	8946-9918:-1
NC_061996.1	rRNA	rns	small subunit ribosomal RNA	9922-10850:-1
NC_061996.1	CDS	COX1	cytochrome c oxidase subunit I	10888-12595:-1
NC_061996.1	CDS	COX2	cytochrome c oxidase subunit II	12703-13465:1
NC_061996.1	CDS	ATP8	ATP synthase F0 subunit 8	13486-13702:1
NC_061996.1	CDS	ATP6	ATP synthase F0 subunit 6	13726-14437:1
NC_061996.1	CDS	ND6	NADH dehydrogenase subunit 6	14648-15227:1
NC_061996.1	CDS	ND3	NADH dehydrogenase subunit 3	15248-15602:1
NC_061996.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15623-15917:1
NC_061996.1	CDS	mutS	MutS-like protein	15929-18854:1
NC_061995.1	rRNA	rnl	large subunit ribosomal RNA	0-2209:1
NC_061995.1	CDS	ND2	NADH dehydrogenase subunit 2	1998-3345:1
NC_061995.1	CDS	ND5	NADH dehydrogenase subunit 5	3332-5150:1
NC_061995.1	CDS	ND4	NADH dehydrogenase subunit 4	5246-6695:1
NC_061995.1	tRNA	trnM(cau)	tRNA-Met	6753-6824:-1
NC_061995.1	CDS	COX3	cytochrome c oxidase subunit III	6863-7649:-1
NC_061995.1	CDS	ATP6	ATP synthase F0 subunit 6	7713-8421:-1
NC_061995.1	CDS	ATP8	ATP synthase F0 subunit 8	8445-8661:-1
NC_061995.1	CDS	COX2	cytochrome c oxidase subunit II	8683-9445:-1
NC_061995.1	CDS	COX1	cytochrome c oxidase subunit I	9557-11261:1
NC_061995.1	rRNA	rns	small subunit ribosomal RNA	11304-12229:1
NC_061995.1	CDS	ND1	NADH dehydrogenase subunit 1	12233-13205:1
NC_061995.1	CDS	CYTB	cytochrome b	13286-14429:1
NC_061995.1	CDS	ND6	NADH dehydrogenase subunit 6	14470-15028:1
NC_061995.1	CDS	ND3	NADH dehydrogenase subunit 3	15083-15437:1
NC_061995.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15456-15750:1
NC_061995.1	CDS	mutS	MutS-like protein	15763-18721:1
NC_061993.1	rRNA	rnl	large subunit ribosomal RNA	9-2228:1
NC_061993.1	CDS	ND2	NADH dehydrogenase subunit 2	2017-3364:1
NC_061993.1	CDS	ND5	NADH dehydrogenase subunit 5	3351-5169:1
NC_061993.1	CDS	ND4	NADH dehydrogenase subunit 4	5266-6715:1
NC_061993.1	tRNA	trnM(cau)	tRNA-Met	6774-6845:-1
NC_061993.1	CDS	COX3	cytochrome c oxidase subunit III	6883-7669:-1
NC_061993.1	CDS	ATP6	ATP synthase F0 subunit 6	7733-8441:-1
NC_061993.1	CDS	ATP8	ATP synthase F0 subunit 8	8464-8680:-1
NC_061993.1	CDS	COX2	cytochrome c oxidase subunit II	8702-9464:-1
NC_061993.1	CDS	COX1	cytochrome c oxidase subunit I	9576-11286:1
NC_061993.1	rRNA	rns	small subunit ribosomal RNA	11324-12248:1
NC_061993.1	CDS	ND1	NADH dehydrogenase subunit 1	12253-13225:1
NC_061993.1	CDS	CYTB	cytochrome b	13306-14449:1
NC_061993.1	CDS	ND6	NADH dehydrogenase subunit 6	14489-15047:1
NC_061993.1	CDS	ND3	NADH dehydrogenase subunit 3	15102-15456:1
NC_061993.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15475-15769:1
NC_061993.1	CDS	mutS	MutS-like protein	15782-18752:1
NC_061992.1	rRNA	rnl	large subunit ribosomal RNA	0-1959:1
NC_061992.1	CDS	ND2	NADH dehydrogenase subunit 2	1988-3344:1
NC_061992.1	CDS	ND5	NADH dehydrogenase subunit 5	3331-5149:1
NC_061992.1	CDS	ND4	NADH dehydrogenase subunit 4	5180-6629:1
NC_061992.1	tRNA	trnM(cau)	tRNA-Met	6751-6822:-1
NC_061992.1	CDS	COX3	cytochrome c oxidase subunit III	6886-7672:-1
NC_061992.1	CDS	ATP6	ATP synthase F0 subunit 6	7729-8437:-1
NC_061992.1	CDS	ATP8	ATP synthase F0 subunit 8	8457-8673:-1
NC_061992.1	CDS	COX2	cytochrome c oxidase subunit II	8711-9473:-1
NC_061992.1	CDS	COX1	cytochrome c oxidase subunit I	9596-11162:1
NC_061992.1	rRNA	rns	small subunit ribosomal RNA	11201-12249:1
NC_061992.1	CDS	ND1	NADH dehydrogenase subunit 1	12307-13288:1
NC_061992.1	CDS	CYTB	cytochrome b	13317-14460:1
NC_061992.1	CDS	ND6	NADH dehydrogenase subunit 6	14478-15033:1
NC_061992.1	CDS	ND3	NADH dehydrogenase subunit 3	15097-15451:1
NC_061992.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15454-15748:1
NC_061992.1	CDS	mutS	MutS-like protein	15761-18737:1
NC_061989.1	rRNA	rnl	large subunit ribosomal RNA	9-2198:1
NC_061989.1	CDS	ND2	NADH dehydrogenase subunit 2	1987-3334:1
NC_061989.1	CDS	ND5	NADH dehydrogenase subunit 5	3321-5139:1
NC_061989.1	CDS	ND4	NADH dehydrogenase subunit 4	5286-6735:1
NC_061989.1	tRNA	trnM(cau)	tRNA-Met	6791-6862:-1
NC_061989.1	CDS	COX3	cytochrome c oxidase subunit III	6901-7687:-1
NC_061989.1	CDS	ATP6	ATP synthase F0 subunit 6	7751-8459:-1
NC_061989.1	CDS	ATP8	ATP synthase F0 subunit 8	8483-8699:-1
NC_061989.1	CDS	COX2	cytochrome c oxidase subunit II	8721-9483:-1
NC_061989.1	CDS	COX1	cytochrome c oxidase subunit I	9595-11302:1
NC_061989.1	rRNA	rns	small subunit ribosomal RNA	11345-12270:1
NC_061989.1	CDS	ND1	NADH dehydrogenase subunit 1	12274-13246:1
NC_061989.1	CDS	CYTB	cytochrome b	13307-14450:1
NC_061989.1	CDS	ND6	NADH dehydrogenase subunit 6	14489-15047:1
NC_061989.1	CDS	ND3	NADH dehydrogenase subunit 3	15088-15442:1
NC_061989.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15461-15755:1
NC_061989.1	CDS	mutS	MutS-like protein	15768-18714:1
NC_062033.1	rRNA	rnl	large subunit ribosomal RNA	9-2218:1
NC_062033.1	CDS	ND2	NADH dehydrogenase subunit 2	2007-3354:1
NC_062033.1	CDS	ND5	NADH dehydrogenase subunit 5	3341-5159:1
NC_062033.1	CDS	ND4	NADH dehydrogenase subunit 4	5255-6704:1
NC_062033.1	tRNA	trnM(cau)	tRNA-Met	6760-6831:-1
NC_062033.1	CDS	COX3	cytochrome c oxidase subunit III	6870-7656:-1
NC_062033.1	CDS	ATP6	ATP synthase F0 subunit 6	7720-8428:-1
NC_062033.1	CDS	ATP8	ATP synthase F0 subunit 8	8452-8704:-1
NC_062033.1	CDS	COX2	cytochrome c oxidase subunit II	8690-9452:-1
NC_062033.1	CDS	COX1	cytochrome c oxidase subunit I	9564-11274:1
NC_062033.1	rRNA	rns	small subunit ribosomal RNA	11312-12238:1
NC_062033.1	CDS	ND1	NADH dehydrogenase subunit 1	12242-13214:1
NC_062033.1	CDS	CYTB	cytochrome b	13295-14438:1
NC_062033.1	CDS	ND6	NADH dehydrogenase subunit 6	14478-15036:1
NC_062033.1	CDS	ND3	NADH dehydrogenase subunit 3	15079-15433:1
NC_062033.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15452-15746:1
NC_062033.1	CDS	mutS	MutS-like protein	15759-18717:1
NC_062029.1	rRNA	rnl	large subunit ribosomal RNA	9-2247:1
NC_062029.1	CDS	ND2	NADH dehydrogenase subunit 2	2036-3383:1
NC_062029.1	CDS	ND5	NADH dehydrogenase subunit 5	3370-5188:1
NC_062029.1	CDS	ND4	NADH dehydrogenase subunit 4	5284-6733:1
NC_062029.1	tRNA	trnM(cau)	tRNA-Met	6789-6860:-1
NC_062029.1	CDS	COX3	cytochrome c oxidase subunit III	6899-7685:-1
NC_062029.1	CDS	ATP6	ATP synthase F0 subunit 6	7749-8457:-1
NC_062029.1	CDS	ATP8	ATP synthase F0 subunit 8	8481-8733:-1
NC_062029.1	CDS	COX2	cytochrome c oxidase subunit II	8719-9481:-1
NC_062029.1	CDS	COX1	cytochrome c oxidase subunit I	9593-11303:1
NC_062029.1	rRNA	rns	small subunit ribosomal RNA	11341-12266:1
NC_062029.1	CDS	ND1	NADH dehydrogenase subunit 1	12270-13242:1
NC_062029.1	CDS	CYTB	cytochrome b	13293-14436:1
NC_062029.1	CDS	ND6	NADH dehydrogenase subunit 6	14466-15024:1
NC_062029.1	CDS	ND3	NADH dehydrogenase subunit 3	15068-15422:1
NC_062029.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15441-15735:1
NC_062029.1	CDS	mutS	MutS-like protein	15748-18730:1
NC_062028.1	rRNA	rnl	large subunit ribosomal RNA	9-2247:1
NC_062028.1	CDS	ND2	NADH dehydrogenase subunit 2	2036-3383:1
NC_062028.1	CDS	ND5	NADH dehydrogenase subunit 5	3370-5188:1
NC_062028.1	CDS	ND4	NADH dehydrogenase subunit 4	5284-6733:1
NC_062028.1	tRNA	trnM(cau)	tRNA-Met	6789-6860:-1
NC_062028.1	CDS	COX3	cytochrome c oxidase subunit III	6899-7685:-1
NC_062028.1	CDS	ATP6	ATP synthase F0 subunit 6	7749-8457:-1
NC_062028.1	CDS	ATP8	ATP synthase F0 subunit 8	8481-8733:-1
NC_062028.1	CDS	COX2	cytochrome c oxidase subunit II	8719-9481:-1
NC_062028.1	CDS	COX1	cytochrome c oxidase subunit I	9593-11303:1
NC_062028.1	rRNA	rns	small subunit ribosomal RNA	11341-12266:1
NC_062028.1	CDS	ND1	NADH dehydrogenase subunit 1	12270-13242:1
NC_062028.1	CDS	CYTB	cytochrome b	13293-14436:1
NC_062028.1	CDS	ND6	NADH dehydrogenase subunit 6	14466-15024:1
NC_062028.1	CDS	ND3	NADH dehydrogenase subunit 3	15068-15422:1
NC_062028.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15441-15735:1
NC_062028.1	CDS	mutS	MutS-like protein	15748-18730:1
NC_062018.1	rRNA	rnl	large subunit ribosomal RNA	9-2223:1
NC_062018.1	CDS	ND2	NADH dehydrogenase subunit 2	2012-3359:1
NC_062018.1	CDS	ND5	NADH dehydrogenase subunit 5	3346-5164:1
NC_062018.1	CDS	ND4	NADH dehydrogenase subunit 4	5258-6707:1
NC_062018.1	tRNA	trnM(cau)	tRNA-Met	6754-6825:-1
NC_062018.1	CDS	COX3	cytochrome c oxidase subunit III	6837-7623:-1
NC_062018.1	CDS	ATP6	ATP synthase F0 subunit 6	7687-8395:-1
NC_062018.1	CDS	ATP8	ATP synthase F0 subunit 8	8440-8656:-1
NC_062018.1	CDS	COX2	cytochrome c oxidase subunit II	8677-9421:-1
NC_062018.1	CDS	COX1	cytochrome c oxidase subunit I	9532-11236:1
NC_062018.1	rRNA	rns	small subunit ribosomal RNA	11279-12198:1
NC_062018.1	CDS	ND1	NADH dehydrogenase subunit 1	12205-13174:1
NC_062018.1	CDS	CYTB	cytochrome b	13255-14419:1
NC_062018.1	CDS	ND6	NADH dehydrogenase subunit 6	14498-15071:1
NC_062018.1	CDS	ND3	NADH dehydrogenase subunit 3	15114-15468:1
NC_062018.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15480-15774:1
NC_062018.1	CDS	mutS	MutS-like protein	15787-18727:1
NC_062011.1	rRNA	rnl	large subunit ribosomal RNA	9-2222:1
NC_062011.1	CDS	ND2	NADH dehydrogenase subunit 2	2011-3358:1
NC_062011.1	CDS	ND5	NADH dehydrogenase subunit 5	3345-5163:1
NC_062011.1	CDS	ND4	NADH dehydrogenase subunit 4	5257-6706:1
NC_062011.1	tRNA	trnM(cau)	tRNA-Met	6763-6834:-1
NC_062011.1	CDS	COX3	cytochrome c oxidase subunit III	6873-7659:-1
NC_062011.1	CDS	ATP6	ATP synthase F0 subunit 6	7723-8431:-1
NC_062011.1	CDS	ATP8	ATP synthase F0 subunit 8	8455-8707:-1
NC_062011.1	CDS	COX2	cytochrome c oxidase subunit II	8693-9455:-1
NC_062011.1	CDS	COX1	cytochrome c oxidase subunit I	9567-11271:1
NC_062011.1	rRNA	rns	small subunit ribosomal RNA	11314-12239:1
NC_062011.1	CDS	ND1	NADH dehydrogenase subunit 1	12243-13215:1
NC_062011.1	CDS	CYTB	cytochrome b	13297-14440:1
NC_062011.1	CDS	ND6	NADH dehydrogenase subunit 6	14480-15038:1
NC_062011.1	CDS	ND3	NADH dehydrogenase subunit 3	15093-15447:1
NC_062011.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15466-15760:1
NC_062011.1	CDS	mutS	MutS-like protein	15773-18731:1
NC_062006.1	rRNA	rnl	large subunit ribosomal RNA	9-1968:1
NC_062006.1	CDS	ND2	NADH dehydrogenase subunit 2	1996-3328:1
NC_062006.1	CDS	ND5	NADH dehydrogenase subunit 5	3315-5133:1
NC_062006.1	CDS	ND4	NADH dehydrogenase subunit 4	5212-6661:1
NC_062006.1	tRNA	trnM(cau)	tRNA-Met	6719-6790:-1
NC_062006.1	CDS	COX3	cytochrome c oxidase subunit III	6829-7615:-1
NC_062006.1	CDS	ATP6	ATP synthase F0 subunit 6	7679-8387:-1
NC_062006.1	CDS	ATP8	ATP synthase F0 subunit 8	8419-8671:-1
NC_062006.1	CDS	COX2	cytochrome c oxidase subunit II	8657-9419:-1
NC_062006.1	CDS	COX1	cytochrome c oxidase subunit I	9531-11235:1
NC_062006.1	rRNA	rns	small subunit ribosomal RNA	11121-12159:1
NC_062006.1	CDS	ND1	NADH dehydrogenase subunit 1	12209-13181:1
NC_062006.1	CDS	CYTB	cytochrome b	13259-14402:1
NC_062006.1	CDS	ND6	NADH dehydrogenase subunit 6	14430-14988:1
NC_062006.1	CDS	ND3	NADH dehydrogenase subunit 3	15044-15398:1
NC_062006.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15416-15710:1
NC_062006.1	CDS	mutS	MutS-like protein	15723-18693:1
NC_062002.1	rRNA	rnl	large subunit ribosomal RNA	9-1573:1
NC_062002.1	CDS	ND2	NADH dehydrogenase subunit 2	2050-3394:1
NC_062002.1	CDS	ND5	NADH dehydrogenase subunit 5	3381-5199:1
NC_062002.1	CDS	ND4	NADH dehydrogenase subunit 4	5242-6691:1
NC_062002.1	tRNA	trnM(cau)	tRNA-Met	6753-6824:-1
NC_062002.1	CDS	COX3	cytochrome c oxidase subunit III	6868-7654:-1
NC_062002.1	CDS	ATP6	ATP synthase F0 subunit 6	7701-8409:-1
NC_062002.1	CDS	ATP8	ATP synthase F0 subunit 8	8429-8645:-1
NC_062002.1	CDS	COX2	cytochrome c oxidase subunit II	8667-9429:-1
NC_062002.1	CDS	COX1	cytochrome c oxidase subunit I	9584-11258:1
NC_062002.1	rRNA	rns	small subunit ribosomal RNA	11276-12253:1
NC_062002.1	CDS	ND1	NADH dehydrogenase subunit 1	12299-13280:1
NC_062002.1	CDS	CYTB	cytochrome b	13424-14585:1
NC_062002.1	CDS	ND6	NADH dehydrogenase subunit 6	14605-15169:1
NC_062002.1	CDS	ND3	NADH dehydrogenase subunit 3	15212-15566:1
NC_062002.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15594-15888:1
NC_062002.1	CDS	mutS	MutS-like protein	15901-18871:1
NC_061997.1	rRNA	rnl	large subunit ribosomal RNA	26-2243:1
NC_061997.1	CDS	ND2	NADH dehydrogenase subunit 2	2032-3379:1
NC_061997.1	CDS	ND5	NADH dehydrogenase subunit 5	3366-5184:1
NC_061997.1	CDS	ND4	NADH dehydrogenase subunit 4	5279-6728:1
NC_061997.1	tRNA	trnM(cau)	tRNA-Met	6786-6857:-1
NC_061997.1	CDS	COX3	cytochrome c oxidase subunit III	6888-7674:-1
NC_061997.1	CDS	ATP6	ATP synthase F0 subunit 6	7738-8446:-1
NC_061997.1	CDS	ATP8	ATP synthase F0 subunit 8	8469-8685:-1
NC_061997.1	CDS	COX2	cytochrome c oxidase subunit II	8707-9469:-1
NC_061997.1	CDS	COX1	cytochrome c oxidase subunit I	9581-11291:1
NC_061997.1	rRNA	rns	small subunit ribosomal RNA	11171-12207:1
NC_061997.1	CDS	ND1	NADH dehydrogenase subunit 1	12257-13229:1
NC_061997.1	CDS	CYTB	cytochrome b	13308-14451:1
NC_061997.1	CDS	ND6	NADH dehydrogenase subunit 6	14479-15037:1
NC_061997.1	CDS	ND3	NADH dehydrogenase subunit 3	15065-15419:1
NC_061997.1	CDS	ND4L	NADH dehydrogenase subunit 4L	15438-15732:1
NC_061997.1	CDS	mutS	MutS-like protein	15745-18694:1
NC_061991.1	rRNA	rnl	large subunit ribosomal RNA	0-1903:1
NC_061991.1	CDS	ND2	NADH dehydrogenase subunit 2	1944-3270:1
NC_061991.1	CDS	ND5	NADH dehydrogenase subunit 5	3257-5072:1
NC_061991.1	CDS	ND4	NADH dehydrogenase subunit 4	5079-6528:1
NC_061991.1	tRNA	trnM(cau)	tRNA-Met	6609-6680:-1
NC_061991.1	CDS	ND1	NADH dehydrogenase subunit 1	6798-7764:-1
NC_061991.1	rRNA	rns	small subunit ribosomal RNA	7810-8842:-1
NC_061991.1	CDS	COX1	cytochrome c oxidase subunit I	8722-10432:-1
NC_061991.1	CDS	COX2	cytochrome c oxidase subunit II	10528-11281:1
NC_061991.1	CDS	ATP8	ATP synthase F0 subunit 8	11312-11528:1
NC_061991.1	CDS	ATP6	ATP synthase F0 subunit 6	11553-12261:1
NC_061991.1	CDS	COX3	cytochrome c oxidase subunit III	12336-13122:1
NC_061991.1	CDS	CYTB	cytochrome b	13178-14351:1
NC_061991.1	CDS	ND6	NADH dehydrogenase subunit 6	15284-15821:1
NC_061991.1	CDS	ND3	NADH dehydrogenase subunit 3	15839-16193:1
NC_061991.1	CDS	ND4L	NADH dehydrogenase subunit 4L	16214-16508:1
NC_061991.1	CDS	mutS	MutS-like protein	16530-19506:1
NC_066448.1	CDS	nad5	NADH dehydrogenase subunit 5	0-717:1,2769-3885:1
NC_066448.1	CDS	nad1	NADH dehydrogenase subunit 1	941-1925:1
NC_066448.1	CDS	nad3	NADH dehydrogenase subunit 3	1969-2326:1
NC_066448.1	tRNA	tRNA-Trp(TCA)	tRNA-Trp	4198-4268:1
NC_066448.1	CDS	nad2	NADH dehydrogenase subunit 2	4602-5766:1
NC_066448.1	rRNA	12S-rRNA	small subunit ribosomal RNA	5815-6896:1
NC_066448.1	CDS	cox2	cytochrome c oxidase subunit 2	6949-7690:1
NC_066448.1	CDS	nad4	NADH dehydrogenase subunit 4	9611-11078:1
NC_066448.1	CDS	nad6	NADH dehydrogenase subunit 6	11082-11691:1
NC_066448.1	CDS	cob	cytochrome b	11721-12870:1
NC_066448.1	tRNA	tRNA-Met(CAT)	tRNA-Met	13116-13187:1
NC_066448.1	rRNA	16S-rRNA	large subunit ribosomal RNA	13187-15404:1
NC_066448.1	CDS	cox3	cytochrome c oxidase subunit 3	15472-16261:1
NC_066448.1	CDS	cox1	cytochrome c oxidase subunit 1	16955-17845:1,18698-19398:1
NC_066448.1	CDS	nad4l	NADH dehydrogenase subunit 4L	19438-19738:1
